,Name,Category,Year,Profession,Place,Gender,Birthdate,Age,Description,Link,Country
643,Leana Wen,LEADERS,2019,Physician,"Shanghai, China",Female,1983-01-27,37,"Leana Sheryle Wen is an American physician, an op-ed columnist with The Washington Post and a CNN medical analyst. She is a practicing physician, a former Health Commissioner for the City of Baltimore, and author of the book When Doctors Don't Listen: How to Avoid Misdiagnoses and Unnecessary Tests. ",/collection/100-most-influential-people-2019/5567751/leana-wen,China
644,Imran Khan,LEADERS,2019,Null,"Lahore, Pakistan",Male,1952-10-05,68,"Imran Ahmed Khan Niazi HI PP is the 22nd and current Prime Minister of Pakistan and the chairman of the Pakistan Tehreek-e-Insaf. Before entering politics, Khan was an international cricketer and captain of the Pakistan national cricket team, which he led to victory in the 1992 Cricket World Cup. ",/collection/100-most-influential-people-2019/5567764/imran-khan,Pakistan
645,Crown Prince Mohamed bin Zayed,LEADERS,2019,Political leader,"Al Ain, United Arab Emirates",Male,1961-03-11,59,"Sheikh Mohammed bin Zayed bin Sultan Al Nahyan, colloquially known by his initials as MBZ, is the Crown Prince of the Emirate of Abu Dhabi and Deputy Supreme Commander of the United Arab Emirates Armed Forces. ",/collection/100-most-influential-people-2019/5567769/crown-prince-mohamed-bin-zayed,United Arab Emirates
646,Cyril Ramaphosa,LEADERS,2019,President of South Africa,"Soweto, South Africa",Male,1952-11-17,68,Matamela Cyril Ramaphosa is a South African politician serving as President of South Africa since 2018 and President of the African National Congress since 2017. ,/collection/100-most-influential-people-2019/5567761/cyril-ramaphosa,South Africa
647,Robert Mueller,LEADERS,2019,Former Special Counsel for the United States Department of Justice,"New York, NY",Male,1944-08-07,76,Robert Swan Mueller III is an American lawyer and government official who served as the sixth Director of the Federal Bureau of Investigation from 2001 to 2013. ,/collection/100-most-influential-people-2019/5567757/robert-mueller-2,USA
648,Mahathir Mohamad,LEADERS,2019,Former Prime Minister of Malaysia,"Alor Setar, Malaysia",Male,1925-07-10,95,"Mahathir bin Mohamad is a Malaysian politician, statesman, author and doctor who twice served as the 4th and 7th Prime Minister of Malaysia from July 1981 to October 2003 and again from May 2018 to March 2020. ",/collection/100-most-influential-people-2019/5567765/mahathir-mohamad,Malaysia
649,Matteo Salvini,LEADERS,2019,Former Deputy Prime Minister of Italy,"Milan, Italy",Male,1973-03-09,47,Matteo Salvini is an Italian politician who served as Deputy Prime Minister of Italy and Minister of the Interior from 1 June 2018 to 5 September 2019. He has also been Federal Secretary of the Northern League since December 2013. He has been a Senator in the Italian Senate since March 2018. ,/collection/100-most-influential-people-2019/5567766/matteo-salvini,Italy
650,Jair Bolsonaro,LEADERS,2019,President of Brazil,"Glicério, State of São Paulo, Brazil",Male,1955-03-21,65,"Jair Messias Bolsonaro is a Brazilian politician and retired military officer who is the 38th president of Brazil. Elected in 2018 as a member of the conservative Social Liberal Party before cutting ties with them, he has been in office since 1 January 2019. ",/collection/100-most-influential-people-2019/5567770/jair-bolsonaro,Brazil
651,Zhang Kejian,LEADERS,2019,Null,"Kunshan, Suzhou, China",Male,1905-05-14,59,"Zhang Kejian is the Director of the China National Space Administration. Zhang was born in Kunshan, Jiangsu province. He joined the Communist Party in June 1992, ten years after starting work. He graduated from the PLA Academy of Science and Technology with a degree in physics. ",/collection/100-most-influential-people-2019/5567775/zhang-kejian,China
652,Taylor Swift,LEADERS,2019,American singer,"West Reading, PA",Female,1989-12-13,30,"Taylor Alison Swift is an American singer-songwriter. Her narrative songwriting, which often centers around her personal life, has received widespread critical plaudits and media coverage. Born in West Reading, Pennsylvania, Swift relocated to Nashville, Tennessee in 2004 to pursue a career in country music. ",/collection/100-most-influential-people-2019/5567666/taylor-swift,USA
653,Michelle Obama,ICONS,2019,Former First Lady of the United States,"Chicago, IL",Female,1964-01-17,56,"Michelle LaVaughn Robinson Obama is an American attorney and author who was the First Lady of the United States from 2009 to 2017. She is married to the 44th president of the United States, Barack Obama, and was the first African-American First Lady. ",/collection/100-most-influential-people-2019/5567670/michelle-obama,USA
654,Spike Lee,ICONS,2019,American film director,"Atlanta, GA",Male,1957-03-20,63,"Shelton Jackson ""Spike"" Lee is an American film director, producer, screenwriter, actor, and professor. His production company, 40 Acres and a Mule Filmworks, has produced more than 35 films since 1983. He made his directorial debut with She's Gotta Have It. ",/collection/100-most-influential-people-2019/5567680/spike-lee,USA
655,Christine Blasey Ford,ICONS,2019,American professor,"Palo Alto, CA",Female,1966-11-28,54,Christine Margaret Blasey Ford is an American professor of psychology at Palo Alto University and a research psychologist at the Stanford University School of Medicine. She specializes in designing statistical models for research projects. ,/collection/100-most-influential-people-2019/5567675/christine-blasey-ford,USA
656,David Hockney,ICONS,2019,Painter,"Bradford, United Kingdom",Male,1937-07-09,83,"David Hockney, OM, CH, RA is an English painter, draftsman, printmaker, stage designer, and photographer. As an important contributor to the pop art movement of the 1960s, he is considered one of the most influential British artists of the 20th century. ",/collection/100-most-influential-people-2019/5567668/david-hockney,United Kingdom
657,Desmond Meade,ICONS,2019,Activist,Saint Croix,Male,1967-07-22,53,Desmond Meade is a voting rights activist and Executive Director of the Florida Rights Restoration Coalition. ,/collection/100-most-influential-people-2019/5567673/desmond-meade,Null
658,Lady Gaga,ICONS,2019,American singer-songwriter,"Lenox Hill Hospital, New York, NY",Female,1986-03-28,34,"Stefani Joanne Angelina Germanotta, known professionally as Lady Gaga, is an American singer, songwriter, record producer, actress and businesswoman. She is known for her consistent image reinventions and versatility in both music and entertainment. ",/collection/100-most-influential-people-2019/5567667/lady-gaga,USA
659,Radhya Almutawakel,ICONS,2019,Human rights defender,"Sanaa, Yemen",Female,,0,"Radhya Al-Mutawakel is a human rights defender and the Yemeni co-founder and chairperson of Mwatana Organisation For Human Rights, an independent organisation working to defend and protect human rights in Yemen. ",/collection/100-most-influential-people-2019/5567676/radhya-almutawakel,Yemen
660,Pierpaolo Piccioli,ICONS,2019,Fashion designer,"Rome, Italy",Unknown,1905-05-20,53,Null,/collection/100-most-influential-people-2019/5567671/pierpaolo-piccioli,Italy
661,Maria Ressa,ICONS,2019,Chief Executive Officer of Rappler,"Manila, Philippines",Female,1963-10-02,57,"Maria Angelita Ressa is a Filipino-American journalist and author, best known for co-founding Rappler as its chief executive officer. She previously spent nearly two decades working as a lead investigative reporter in Southeast Asia for CNN. ",/collection/100-most-influential-people-2019/5567672/maria-ressa,Philippines
662,Caster Semenya,ICONS,2019,South African olympic athlete,"Ga-masehlong, South Africa",Female,1991-01-07,29,"Mokgadi Caster Semenya OIB is a South African middle-distance runner and 2016 Olympic gold medalist. She won gold in the women's 800 metres at the 2009 World Championships with a time of 1:55.45, the 2016 Summer Olympics, and the 2017 World Championships in her new personal best, 1:55.16. ",/collection/100-most-influential-people-2019/5567679/caster-semenya,South Africa
663,Mirian G.,ICONS,2019,Null,,Unknown,,0,Null,/collection/100-most-influential-people-2019/5567674/mirian-g,Null
664,Grainne Griffin,ICONS,2019,Null,,Unknown,,0,Null,/collection/100-most-influential-people-2019/5567678/grainne-griffin-ailbhe-smyth-orla-oconnor,Null
665,Loujain al-Hathloul,ICONS,2019,Saudi activist,"Jeddah, Saudi Arabia",Female,1989-07-31,31,"Loujain al-Hathloul is a Saudi women's rights activist, a social media figure, and a political prisoner. She is a graduate of the University of British Columbia. ",/collection/100-most-influential-people-2019/5567677/loujain-al-hathloul,Saudi Arabia
666,Mohamed Salah,ICONS,2019,Egyptian soccer player,"Nagrig, Egypt",Male,1992-06-15,28,"Mohamed Salah Hamed Mahrous Ghaly is an Egyptian professional footballer who plays as a forward for Premier League club Liverpool and the Egypt national team. Considered one of the best players in the world, he is known for his finishing, dribbling, and speed. ",/collection/100-most-influential-people-2019/5567841/mohamed-salah,Egypt
667,LeBron James,TITANS,2019,American basketball player,"Akron, OH",Male,1984-12-30,35,"LeBron Raymone James Sr. is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association. Widely considered one of the greatest NBA players in history, James is frequently compared to Michael Jordan in debates over the greatest basketball player of all time. ",/collection/100-most-influential-people-2019/5567852/lebron-james,USA
668,Jennifer Hyman,TITANS,2019,CEO of Rent the Runway,"New York, NY",Female,1980-08-24,40,"Jennifer Hyman is the CEO and co-founder of Rent the Runway, a company focused on the renting of high-end clothing and accessories. ",/collection/100-most-influential-people-2019/5567849/jennifer-hyman,USA
669,Gayle King,TITANS,2019,American television personality,"Chevy Chase, MD",Female,1954-12-28,65,"Gayle King is an American television personality, author and broadcast journalist for CBS News, co-hosting its flagship morning program, CBS This Morning, a position she has held since its debut in 2012. She is also an editor-at-large for O, The Oprah Magazine. ",/collection/100-most-influential-people-2019/5567840/gayle-king,USA
670,Mark Zuckerberg,TITANS,2019,Chief Executive Officer of Facebook,"White Plains, NY",Male,1984-05-14,36,"Mark Elliot Zuckerberg is an American media magnate, internet entrepreneur, and philanthropist. He is known for co-founding Facebook, Inc. and serves as its chairman, chief executive officer, and controlling shareholder. ",/collection/100-most-influential-people-2019/5567848/mark-zuckerberg,USA
671,Tiger Woods,TITANS,2019,American professional golfer,"Cypress, CA",Male,1975-12-30,44,"Eldrick Tont ""Tiger"" Woods is an American professional golfer. He is tied for first in PGA Tour wins and ranks second in men's major championships and also holds numerous golf records. Woods is widely regarded as one of the greatest golfers, and one of the most famous athletes of all time. ",/collection/100-most-influential-people-2019/5567768/tiger-woods,USA
672,Jeanne Gang,TITANS,2019,American architect,"Belvidere, IL",Female,1964-03-19,56,"Jeanne Gang is an American architect and the founder and leader of Studio Gang, an architecture and urban design practice with offices in Chicago, New York, and San Francisco. ",/collection/100-most-influential-people-2019/5567842/jeanne-gang,USA
673,Bob Iger,TITANS,2019,Chairman of Disney,"New York, NY",Male,1951-02-10,69,"Robert Allen Iger is an American business executive who is Executive Chairman of The Walt Disney Company. Before working for Disney, Bob served as the President of ABC Television from 1994 to 1995, and as President/COO of Capital Cities/ABC, Inc. from 1995 until Disney's acquisition of the company in 1996. ",/collection/100-most-influential-people-2019/5567846/bob-iger,USA
674,Pat McGrath,TITANS,2019,Null,"Northampton, United Kingdom",Female,1905-05-23,50,Pat McGrath MBE is a British make-up artist. She has been called the most influential make-up artist in the world by Vogue magazine and other commentators. In 2019 she was included in Time's 100 most influential people list. ,/collection/100-most-influential-people-2019/5567843/pat-mcgrath,United Kingdom
